permno,ticker,event_date,car,car_tstat,observations,alpha,beta,r_squared,error,event_window,event_window_start,event_window_end,event_date_only,quarter,fiscal_year,transcript_id,total_words,positive_count,negative_count,uncertainty_count,positive_ratio,negative_ratio,uncertainty_ratio,net_sentiment,sentiment_polarity,full_text_positive_ratio,full_text_negative_ratio,full_text_uncertainty_ratio,full_text_sentiment_polarity,full_text_total_words,market_cap,log_market_cap,stock_price,market_cap_date,market_cap_days_diff,market_cap_quintile,firm_size_rank,large_firm,market_cap_billions,size_category,volatility_tstat,volatility_rsquared,systematic_risk,volatility_combined,year,financial_crisis,covid_period,time_trend,past_car,car_consistency,market_model_quality,alpha_magnitude,transcript_length,log_transcript_length,sentiment_balance,sentiment_strength,uncertainty_intensity,sentiment_concentration,tech,financial,healthcare,energy,consumer,other
20482,ABT,2007-07-18,0.0090978444914854,0.8394718468854512,3,0.001000265699934,0.6455629955642476,0.1449583960942347,,"CAR(-1,1)",-1,1,2007-07-18,2,2007,ABT_2330,4580,122,82,71,0.0266375545851528,0.0179039301310043,0.0155021834061135,0.0087336244541484,0.196078431372549,0.0266375545851528,0.0179039301310043,0.0155021834061135,0.196078431372549,4580,28980777807.88341,24.08989861295025,16.666424378104832,2007-08-01,14.0,Small-Mid,0.2513418903150525,0,28.98077780788341,Mid,0.8394718468854512,0.8550416039057653,0.6455629955642476,0.8472567253956083,2007,0,0,2,,,0.1449583960942347,0.001000265699934,4580,8.429672593886743,0.008733624454148499,0.0087336244541484,0.0155021834061135,0.0445414847161571,0,0,1,0,0,0
20482,ABT,2007-10-17,-0.001481829237505,-0.0594918086965606,3,-6.942365900376255e-05,0.8007784659016626,0.334748070272685,,"CAR(-1,1)",-1,1,2007-10-17,3,2007,ABT_3153,4412,126,73,51,0.028558476881233,0.0165457842248413,0.0115593834995466,0.0120126926563916,0.2663316582914573,0.028558476881233,0.0165457842248413,0.0115593834995466,0.2663316582914573,4412,30459386708.950027,24.1396600499018,17.51675088065011,2007-11-01,15.0,Small-Mid,0.26674445740956826,0,30.459386708950028,Mid,0.0594918086965606,0.665251929727315,0.8007784659016626,0.36237186921193776,2007,0,0,2,0.0090978444914854,0.007480959036510281,0.334748070272685,6.942365900376255e-05,4412,8.392310009269547,0.0120126926563917,0.0120126926563916,0.0115593834995466,0.045104261106074295,0,0,1,0,0,0
20482,ABT,2008-01-23,-0.0554874133246048,-2.7434406839961696,3,-3.0009382936609048e-05,0.6793706234869757,0.3661760565213804,,"CAR(-1,1)",-1,1,2008-01-23,4,2007,ABT_4880,4882,167,75,74,0.0342072920934043,0.0153625563293732,0.0151577222449815,0.0188447357640311,0.3801652892561983,0.0342072920934043,0.0153625563293732,0.0151577222449815,0.3801652892561983,4882,31192767395.93574,24.163452090655948,17.93850746154785,2008-02-01,9.0,Small-Mid,0.27561260210035005,0,31.192767395935743,Mid,2.7434406839961696,0.6338239434786196,0.6793706234869757,1.6886323137373946,2008,1,0,3,-0.001481829237505,0.03464050648198709,0.3661760565213804,3.0009382936609048e-05,4882,8.49351506406166,0.018844735764031097,0.0188447357640311,0.0151577222449815,0.0495698484227775,0,0,1,0,0,0
20482,ABT,2008-04-16,-0.044140267243893,-3.2916685486083384,3,0.0001518540615145,0.5004527173371384,0.2474147373593651,,"CAR(-1,1)",-1,1,2008-04-16,1,2008,ABT_7370,4680,131,76,70,0.0279914529914529,0.0162393162393162,0.0149572649572649,0.0117521367521367,0.2657004830917874,0.0279914529914529,0.0162393162393162,0.0149572649572649,0.2657004830917874,4680,29434080303.398228,24.10541903393759,16.92711205915971,2008-04-01,15.0,Small-Mid,0.25624270711785296,0,29.43408030339823,Mid,3.2916685486083384,0.7525852626406349,0.5004527173371384,2.0221269056244866,2008,1,0,3,-0.0554874133246048,0.031599821643012,0.2474147373593651,0.0001518540615145,4680,8.45126704130007,0.0117521367521367,0.0117521367521367,0.0149572649572649,0.0442307692307691,0,0,1,0,0,0
20482,ABT,2008-07-17,-0.0203225211094485,-0.7055738484401687,3,0.0004884487288946,0.4210222245218337,0.1584096059279663,,"CAR(-1,1)",-1,1,2008-07-17,2,2008,ABT_10085,5096,184,70,70,0.0361067503924646,0.0137362637362637,0.0137362637362637,0.0223704866562009,0.4488188976377952,0.0361067503924646,0.0137362637362637,0.0137362637362637,0.4488188976377952,5096,32931010256.237907,24.217680611765942,18.93814568292527,2008-08-01,15.0,Small-Mid,0.2970828471411902,0,32.931010256237904,Mid,0.7055738484401687,0.8415903940720337,0.4210222245218337,0.7735821212561012,2008,1,0,3,-0.044140267243893,0.0241935416925547,0.1584096059279663,0.0004884487288946,5096,8.536407410340042,0.0223704866562009,0.0223704866562009,0.0137362637362637,0.049843014128728304,0,0,1,0,0,0
20482,ABT,2008-10-16,0.0354095763047134,1.9335709479344323,3,0.0002830491307188,0.4441418753676063,0.1577265533469094,,"CAR(-1,1)",-1,1,2008-10-16,3,2008,ABT_13081,4876,206,95,53,0.042247744052502,0.0194831829368334,0.0108695652173913,0.0227645611156685,0.3687707641196013,0.042247744052502,0.0194831829368334,0.0108695652173913,0.3687707641196013,4876,31223124614.052773,24.164424830755724,17.955965456755266,2008-10-01,15.0,Small-Mid,0.2763127187864644,0,31.22312461405277,Mid,1.9335709479344323,0.8422734466530906,0.4441418753676063,1.3879221972937614,2008,1,0,3,-0.0203225211094485,0.040444529310801294,0.1577265533469094,0.0002830491307188,4876,8.492285555710053,0.0227645611156686,0.0227645611156685,0.0108695652173913,0.0617309269893354,0,0,1,0,0,0
20482,ABT,2009-01-12,-0.0063927939334609,-0.4695164255325375,2,0.0017324809761608,0.5248840318772172,0.5083465905896665,,"CAR(-1,1)",-1,1,2009-01-12,-1,2008,ABT_15761,2761,99,47,39,0.0358565737051792,0.0170228178196305,0.0141253169141615,0.0188337558855487,0.3561643835616438,0.0358565737051792,0.0170228178196305,0.0141253169141615,0.3561643835616438,2761,29728361425.0924,24.11536735723713,17.09634885787964,2009-01-01,11.0,Small-Mid,0.2599766627771295,0,29.728361425092398,Mid,0.4695164255325375,0.49165340941033353,0.5248840318772172,0.4805849174714355,2009,1,0,4,0.0354095763047134,0.03337648438616982,0.5083465905896665,0.0017324809761608,2761,7.923710333969238,0.0188337558855487,0.0188337558855487,0.0141253169141615,0.05287939152480971,0,0,1,0,0,0
20482,ABT,2009-01-21,0.0729937529883873,3.186958096933292,3,0.0017292871515238,0.5276011224556948,0.5403747177634894,,"CAR(-1,1)",-1,1,2009-01-21,4,2008,ABT_15839,5178,178,69,67,0.0343762070297412,0.0133256083429895,0.0129393588258014,0.0210505986867516,0.4412955465587044,0.0343762070297412,0.0133256083429895,0.0129393588258014,0.4412955465587044,5178,31304780669.4203,24.167036659871588,18.002924668161494,2009-02-01,11.0,Small-Mid,0.2784130688448075,0,31.3047806694203,Mid,3.186958096933292,0.45962528223651056,0.5276011224556948,1.8232916895849012,2009,1,0,4,-0.0063927939334609,0.0422988015192465,0.5403747177634894,0.0017292871515238,5178,8.552367266423891,0.0210505986867517,0.0210505986867516,0.0129393588258014,0.0477018153727307,0,0,1,0,0,0
20482,ABT,2009-04-18,,,0,,,,boolean value of NA is ambiguous,"CAR(-1,1)",-1,1,2009-04-18,1,2009,ABT_18425,5707,155,133,75,0.0271596285263711,0.0233047135097249,0.0131417557385666,0.0038549150166462,0.0763888888888889,0.0271596285263711,0.0233047135097249,0.0131417557385666,0.0763888888888889,5707,25428488132.60582,23.95913596249378,14.623554182052612,2009-05-01,13.0,Small-Mid,0.21073512252042007,0,25.42848813260582,Mid,,,,,2009,1,0,4,0.0729937529883873,0.03971194683109399,,,5707,8.649623978596727,0.003854915016646202,0.0038549150166462,0.0131417557385666,0.050464342036096,0,0,1,0,0,0
20482,ABT,2009-07-15,-0.0414211285763114,-1.102389107508314,3,-0.0012473409315063,0.3967778273031815,0.250803845955966,,"CAR(-1,1)",-1,1,2009-07-15,2,2009,ABT_20097,5295,174,105,77,0.0328611898016997,0.0198300283286118,0.0145420207743153,0.0130311614730878,0.2473118279569892,0.0328611898016997,0.0198300283286118,0.0145420207743153,0.2473118279569892,5295,26414742783.452717,23.99718812999693,15.190734906630082,2009-07-01,14.0,Small-Mid,0.22263710618436405,0,26.414742783452716,Mid,1.102389107508314,0.749196154044034,0.3967778273031815,0.925792630776174,2009,1,0,4,,0.05862305175652656,0.250803845955966,0.0012473409315063,5295,8.574707097616844,0.013031161473087898,0.0130311614730878,0.0145420207743153,0.052691218130311496,0,0,1,0,0,0
